tempo,playlist_genre,track_artist,track_id,track_name,track_popularity
115.01,hip-hop,"Trap Capos, Noriel, Bad Bunny, Almighty",2sA4woGW5KgEgGXXxOKPAZ,Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix,70
119.967,hip-hop,"Lary Over, Anuel, Bryant Myers, Almighty, Brytiago",7b6QP0Pz2sqyW7yyXodpm6,Tu Me Enamoraste - Remix,69
118.96,hip-hop,"Paulo Londra, Lenny Tavárez",77dMSg2VHi2wwXjXNrmcrZ,Nena Maldición (feat. Lenny Tavárez),73
124.992,hip-hop,Future,1qMMYpVatbRITKCfq1gasi,PUFFIN ON ZOOTIEZ,77
92.055,hip-hop,Matuê,6QsHhB0W9GtLF3cI7mUVkQ,1993,73
86.003,hip-hop,"Meek Mill, Drake",2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),74
96.914,hip-hop,"Duki, YSY A",2m3v40xGeLVqnQvAwx5rdi,Un Día Más,71
120.146,hip-hop,"Trap Capos, Noriel, Bad Bunny, Arcángel",4DS7HoqrKq1dDjeYOKBlu9,De las 2 (feat. Bad Bunny & Arcángel),69
140.101,hip-hop,"Bryant Myers, Bad Bunny",2SzgK8i6si6ETtu57nTdSn,Un Ratito Mas,68
99.827,hip-hop,"Lazza, Lil Baby",4CNfC20TImtjdwN3dG0uCF,CANZONE D'ODIO (feat. Lil Baby),73
147.037,hip-hop,"Filipe Ret, Dallass, Hunter",4tuFNhM69UakXdPg4RrNvp,Deus Perdoa,68
110.964,hip-hop,Future,4lH6nENd1y81jp7Yt9lTBX,Solo,80
116.624,hip-hop,"Metro Boomin, Future, Chris Brown",0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],79
129.958,hip-hop,"KHEA, Omar Varela, Asan",0K0soSt52EhMS9FohRObdK,Cómo Le Digo,68
172.445,hip-hop,"KayBlack, Wall Hein, AMUSIK",5RHOhXxMVhpEaBcG6hIydA,Maturidade,70
133.03,hip-hop,"WIU, Teto",0VybBobSYSzliyEJ1VqwGR,Problemas de um Milionário,70
113.903,hip-hop,Bad Bunny,26w9NTiE9NGjW1ZvIOd1So,BOOKER T,72
